id,popularity
6RMpR8v0WmlIhChhua2hso,36.67
3GSr0ADpd8dopn3oYdt79M,45.04333333333333
3l9OCOG3Vt6c2lxeMyGSIY,36.84
2saUC1zF54xYGKmshY8ZgK,2.68
5spvEbxrBfQGVIma67vwDM,22.56
5xXeIlEiWIA8xnPa8BkJyj,32.49
4WpsAiAJkgwLN9rrVUvn5t,4.101666666666667
7i02kwNspOmgoEex1F7alO,1.44
7pN6VXqfhGqxCepdsYrZdi,37.36
1qLyaDYSah7OEf7YbJmyIL,0.78
2oOCYaGkOpOB5HPo15cEGl,44.74333333333333
4uSPPwbdSSXzZbkgrj3dnb,0.08
7H3ojI1BsVy0dEJENqMt1k,44.42
5pQtfVIaQvINzl0XIGKNrC,46.68
4FIJGN79n749hSNWy5IFce,47.44
43V6FVwwmOmIePinSLyjsK,37.895
07Hx52VDE1d0ioKIrch9MF,44.57
5RaNvzMaYGCZ8ggLWPYTxh,37.8
4N5jIOO9XyeRre5EvsFvZY,39.95
2VNcaVb8kbQmc42obTg6ig,34.6
5J2x7kz4AtCTva5HlWQNrg,4.14
03yOjwHoOPDlTUg0NRxN6t,31.96
7G0PgkkbavF7Rh4zNrUxH0,41.79666666666666
2Ezia43Cm4DtUJhUZkbuFD,21.83
0aLvn31cmUcmhtSnbty3iS,34.03
54AsKKJcFmJ6BhVu2ym5Aw,0.6
4zvfgpO3ZUsBXKg2Ikw6D9,38.33
3YOq5ktJctZ17WBQTOwvsr,0.98
6ua2K2iM6bpv4HInHwsi5n,1.52
2FLpVTchd5oEAHBAUgWdnH,3.35
5ByzOSn3xMsSRmTZnVvoNm,37.94
5UataKynZI2Olp6Wx5kaMk,38.4
37V2ifieSCv4oM55BVXTjr,39.57
18hahtHG0qUezY5cGxn8yT,8.94
6jz32sjDndaTFNqpC6ZkDF,39.64
1RzvCKDGLcPaz9jEpsADWZ,26.42
5KF0EK4CXSyX9XBNQXw6kJ,34.15
0EW6paOjVIZKJELj0WGgRN,5.94
4nt0otvwM79AhZJ3ZteZ8B,19.94
0epvB5IScNb8RByxjIfBci,1.77
51MSfW6U4piwNTOmzTRaF9,1.43
648gUDINTdOBbcSaFNIQOy,0.76
7ufN3BIJQLiPIApEqDejeK,1.24
2RTJb38a9YyVuxDDR3S7ot,3.75
40IHflbrHcOuC8ZcYxUSAC,36.25
0yJPBuuvvstUhx4gfjAFTr,35.74
5UTBBjPbSAWpnhaXsFtCrA,17.36
5p4Hg7eUMnEFYu4Gkb6n0S,41.53
2pA4ip3VIEVcIa3qE02oAX,46.17
5TQEggGtsutzhOsYFfCAtE,44.68
13AR51QUAk0N0Hg75wnaSe,8.48
7l7Z8o9JeetyPgaDFgEiPz,40.0475
4FSaAAFjxV3tiRjjtDkEr0,14.65
5uhbZrlsigc75Pq7bUTxtj,2.23
5id3Rqn7SPj1LX4FfY4nGz,51.88
5wYsaAnkSGwRGnJdY59WmY,11.15
6FUtmdrm80AtIRgwylCAHK,32.28
28w6mwqpRPqireb1OT6OEZ,33.38
7hnayhSRyYdRGr3YjMpLJb,39.125
4EcF8Q30TZiZ1ya74qCeWs,32.88
3HeXfgP8AzMNgR46E9mb9f,3.18
0FP04YnQ8eDxkAH4rlwFar,40.22
3d7Tvsipt34qakwN2AiHp6,30.34
5QepcFT1p5DRzhtL0Bv3ix,32.6
6xDcVHDlvN5mJ4uCT5gO6V,2.09
3ipBSYejQd7MeU1mQ3LIzw,36.48
5KgbyD2lQQlIupAaPjgiXg,41.68
3YNPCLXDrYsvQkrsySYw4X,1.08
0Jk37GyTxhDHNg6FylfCYH,39.38333333333333
23GWOPnXdkLmuwMaKvp3dL,16.43
5bNpYsNWgvF3kLC54vplp8,32.97
429MqIq5nGH32feyRZHunv,37.92
6OABxperoKNyrF5OEdBfHw,22.52
0G7gu8m9HuYX3vAAz2gcFi,41.38
0tm2gY77p2X7BsSWRq0cBk,37.23
2qfIsd0DTlrqSskYrxMX4y,34.24
58uuh9HLtbIxdiGhXwdwNy,32.27
37pkQTkkFWqGVn2mVRVWHe,21.62
15fa4sGjVoVnF6FUD1xYBf,6.28
2wCgOxYof67qXam24a3pHz,38.89666666666667
0E8J4DIUrZZpqMAJUuvVjn,41.03
3wFjE6NeI78LqFXP2PMbQG,2.22
4FctVtWnzrFKOigaocH9Yh,0.55
0LNn2O06dvsZqvWaS870xJ,40.83
0eFndjUBaTQdO81uRO9lBL,33.66
4fNbS43X6yt4iWxLgRqwKa,50.16
5uuXtfqM7Wp3idCxyHeOll,43.12
3nHWB4UXzes6uExt8BmS75,42.39
44RZGmrhNi9mcLki9fR0u2,0.6666666666666665
7soAdgnUJFcVYA4fiTjFwh,28.87
6XIeO5fwHiXrdxGpiu5i6y,12.48
0jn2XqaHliEpWd04ZykIHy,44.41666666666667
2KTbmUGG1VqYVRJKfKwjeq,39.83
2eZRVkbIwE4fmwKXsGiEgR,21.53
7CBuXuzQOq41g8EeY13SW7,43.65
20Cvcp9Dy9kjsFUVF34AHh,1.6
6HvyFdP5JrCQdmxq2qi7MC,10.26
6jog1hKaZZEuiOV2bhiRXX,24.46
17C3nkeBfGEoR5zyQV6RZb,17.983333333333334
3Fc96JGPoau1kupKvQ5JKf,8.56
4umIPjkehX1r7uhmGvXiSV,56.06
5uRIhoywyPBVq6oy76DJpA,20.06
7hNLVQLavrheeVlX2znhPn,9.1075
77e3QJ0HdxKRDWuYXK6Ur3,0.79
7eAutsdYIf4BfDk8xlDeIX,11.11
3xrgLEGAvQOTAYZZXfhhWk,7.24
2h4m68wLbG6g75thqhNA1T,3.15
6LCA0qfNCC8tRPHJPR6kxH,0.65
2qT5u5tjgcMoo3kIGehYTg,30.52
1z6fm3Lni5nTxN2LGnhsuF,19.69
4N8oxV3hvn8Efyo4yxp3LG,37.005
19CVG2D5bxbn8ztVhAcY3j,4.825
2fJnHhrvHPAUAvP2uHFM6W,2.04
5yprGKAwV1GSJSiATa50Ni,38.227
73h75IHestdLnbBDHySgnW,38.99
44WgrjG7hWuKqx6KL4AyCR,40.45
5Wa7lI8ktFHkqQlntC1HVN,35.61
1Bjx1P0plHmeqzYU2vMDyr,2.58
5ow3atOwwOlavmKm0HIc4B,24.81
7atLpfYY9Z7fFc7CyDqdqa,28.39
1M3yccjyT9ohvWN78UqSXH,0.82
4dJMoLxnO93Ys7SqZNIxlg,39.34
3lB0GMiI5KxDbTOG8V3bOx,50.66
4bYc0A3yv4gc0596xuCbPU,21.2
1RnOww76VSmW2fvUmG3fPx,29.19
28qWjMf2SlziunHhXj2jx5,29.15
2C3BZDO3PGh0o6ft8hWM9A,34.55
0yRjRgvO8kR6E9fehn07tE,2.1
75vUpOjZoGFqKm3jiulEG7,2.0
6NY8PMePZSyy2YPzJlhO7H,40.59
2dCBXxXNur85q9gGIpsAdr,32.28
6eKWSrZfzd25TYYxkscWgg,47.16
22xaS2XZCr5xda9zBHdPxR,7.27
6umpwR6rQvkfIGlWFxzi3X,8.86
7elYIMD1kiOWWScJXBMlun,0.81
1zBZMEHNGqoGkv89u9UiDn,0.5
1Ve4ZTgthnftg7hFZOKb8J,5.695
4kFg09R2O5WccmgcegtABW,2.51
4F8uhp7QHhdimEJRkcRI9S,18.35
3GW0s9UeNYzF2jyCb2UWe2,31.19
3t9BCi1GdseC9JOsrLSigO,0.04
54UFDHWI2q7WHfrGbSNWph,35.07666666666667
0kjFrdKtGNcYGzxFjxn978,41.73
1pUTz92GnH4vzWHSOyRLu5,20.76
1TKlBK9cSrM5u4CiL4SETS,42.59
1IjZmiq8MrgzEsHgb0ubLA,35.94
5YUdTlVWSST9MXsmm7J83O,26.39
6qVh1RPSaWl7PTtdiUHlzz,36.79
3hx4pcKA7OTTg6r0iKhIl1,33.18
1VFTsvEUdlIpnGNyJDdNsj,0.92
7hxx1O9GjGrwn9DAI5gs2c,3.59
6uWp8yAt8dN5ZaT7REJ6RV,36.03
7GuLQiPvQbfzP0kqcvgIQQ,43.58
32SmDHzbqYRAhX9Jq4gDnT,43.95
12bWaxnmhGUVpirW1bhFjX,1.23
1izvrCbd0C75ScVDI6uVOl,31.29
0c2Gc3qrijvGkr0mZ8iKxq,30.18
1DuHDj6Vo2HW5gCpSlad37,2.24
0yvuf8i3dguZZECn8o98p7,31.96
2rcqFSD81SzmYig0a06rLr,23.9
1sQrCwV8vvtYLqa0KQlwE9,45.49
0XLH43dcYq2pOe7COx8gPT,37.08
3tdjTdCCgKtwacsICCtPZZ,33.92
2VAK1wpNtziRwQrJxg0eQe,35.28
2y2E0ix0iJWQWUMmlbTWjg,36.01
3vNzDPSTgUr1d812rkaCvU,37.36
3KzgdYUlqV6TOG7JCmx2Wg,14.99
6yFUGEqICfMqwfJXQSVvTz,36.58
0QdNs4ej9BFvCBhICjreev,0.52
7ArM7xm1YLiXzPxDlFRARB,37.81
1dIFZHvaAUheWNOEG9gphM,24.28
3TQFdGS8yLjjdAjhCFoaLf,0.01
5v1SuYGd6VFMGu8nVHzajO,39.65
0SNdUPM8z7PlBlN3pyqVjB,38.55
7LimGgIGRx8t3lN2FU9aHE,0.375
6ciLLh4TkPYDUfNxn2Z0KO,48.38
1urmwhtXPiakhcqvqUi3rp,46.82
5nODJ41xqrUpT7UMJZ4vtW,0.38
4pnZRGZ4aMrwRHsq6E5Ono,1.06
38F4SqnGm2a4Pt1XdLKXu8,38.96
4LOYVBlRSjda6mxoLiqAoG,2.39
6HV0ifaIxNnuaCfFcGUX1N,48.88
7i7640m35AKOaMrCeRvenl,7.66
4KHG5bZC9RgOw9CEYbuT9N,3.055
7m0GliSUecvGMgKSHu26Er,40.07
7pu0pLvgwopOa7lp2OBXep,36.43
4VyU9Tg4drTj2mOUZHSK2u,46.41
1WmGADGvVRhvvQGPSfKS1m,1.4866666666666666
6OtxKaG1DB2dSBQ4roFRkH,44.22
0WaNeMcpeA8VVLPCq4Y3dk,1.5275
6EEkijlsgNHK9lmnIuwtJY,0.85
4aSCbMw2Nw2eQkJ0okcp8q,36.75
0RlVaPUIWiHmmxEwMAtIAn,2.9
5huNRasbP9KCRtUSnsumWr,0.65
5TkMsfaF8XW1Ep294B8bE7,0.32
0A8AH7xd0OFtk7mcQqNrzx,46.75
59c8f4YsL7BrJBJmjj3xIO,41.34
4FK32jMoJOkbd7OLCYsm3z,36.07
2CzH9Uj4z7AawSDEDwndYp,6.975
5HDDoRCiVM5egIwEzy0VGR,42.76
6N3oYlfZ2RPdjMYdHCRmFS,44.54333333333333
0G5Kn2LDUKoHUgcbD3tHCP,1.39
3af9mch1pHYFboXpUXHghx,3.1
6hj2mfj90BI67oRMuWLnB2,2.865
0BoNfRmagNn4HHYOoitdMK,44.07
174UISK3l7VRbigEHxEev7,39.35
1J9owbagASZYRaF7vS7fAD,39.17
38tT9yLsrPwrZlJpS5tbvM,23.32
5BhmLCYHMyBEIjPTSNBjXk,3.59
2GiQqCOQCOkYA76QmD9Iqf,33.51
3ZObUg7O8kaNGd3kNuHrnC,31.06
1GjtdbzrIp6Rz9akEmOEtT,1.93
2RUIiTnBB42dhcsDbkOGGV,31.91
5Gw4k1FHEtD6y0VouesjoK,0.78
49uQb0PGLnA6zHpxerffye,12.94
3E0uaZjBblMSRhbWX6YFN6,35.32
5CXqYKQgAy2U1p8JeyLgwo,47.1925
0SNqaZCxwVmgG6M5hftRH8,17.05
0evhabxKRo28moFOrw185S,37.07
4DBNjwFSc6HR4XeQ1dMmn0,1.095
2WUp5cqcj7otZvTCxLnH4f,1.19
6NjGqRT1s4t4V2lcyZF6Bb,35.17666666666667
0sE5llq6jkO2puFg8EHd2t,42.07
0LNGtRsSs96C3FgbKVewKO,0.15
79J7amZ6nKQ9nxl9TgK5Kn,43.0
5PZvQeHocidnZ73a3pHO76,38.94
4YyZfCiRe2CkbCd5TJ2sJC,23.36
5OVMZdkNWcAEqQW2op4VEH,9.69
0Q6OVCfbYtdsgQKWHWLX8Q,45.75
0LG8F33EbPfJQnRrM0JHI6,0.38
0N6TuzP1jXjTT6gJO1tyFN,33.64
7jn9K7WUCQndaWI4vdJxuL,21.11
0Pc3Jk2siNREvQG0kH0E9P,11.05
3u3AkOMPjkrqBZ5NVbU0Xy,34.1
3SWisFZfqnjl6ZGpevEG7t,37.9
3Y8YPQHaTP5GPVVUc0MhWT,0.02
2LtCFtY9FMB1RSgrb7LVby,3.205
0r8dEfqyiVgAPSv2Q6grMy,35.7
2ZADySuVICh5a2OOsUN302,35.33
1J1QKnproZR0JkQ7Der8IW,31.0
3kHgSbSSd3ZvOowtlFXNEw,36.71
68IsKc0vxFWgysWRN9TO8d,42.98
2ZrWHKfr51oWVBnIr8HjNm,43.35
2jNYPDe6ct9LutjWjMtzMh,3.92
6NY9mDqWFdHU9ZGmZUpwcl,0.76
0JtDhKPQNWUxReWOxB0FdW,39.685
4e9W7BLts2XZ8brfr090K9,37.69
1g6VpUV9EF2zANef9l6UFt,31.9475
5FXp3I5tbCP8R83uuH6VWW,9.47
2sYLlZU3FuCF8SKNeIvdKA,41.71
7yMiX7n9SBvadzox8T5jzT,40.04
0M0bBnanRqRGKs8pz7ZWi0,32.49
7d4hiv8TcJ2vx9BjSxqvj8,35.55
0HtcDsdRZRUAfL6TBvKa0i,9.26
6pUfi8uawZnCK2T0hatNwR,32.72
7nAI8nFflRlec0DUrpOJ6K,20.28
6J7rnL7uvg9LaONNABsxhM,3.68
0Twzj1hJoXdjfmQmbkbeYS,1.68
6SF3QICKyvKLO4ap7BwahD,11.73
46COw9AuS9tdfaWkCbDTa3,23.62
1Faq8G2y56A8fRv7HsLq25,50.53
0JkIre0YxNmKGMU5V7ZiDx,37.96
6Nnq45sf7tv9Xjlbga83Lj,23.26
0ORIrmDFFcUiMxPYyjrIaU,3.62
59J3FhCGYl18G3ouDReUge,37.163333333333334
2zOG6VyX1LnKkspzUkoq3i,2.71
4OmpD7nAiqeJYQV9hchkph,24.14
2vKblgYVANIu34hNb4PG01,41.68
4uc1in0E5mXcfBmIsVWhXW,34.18
55QbtZ9sUrTOM0PXBMQUuD,4.54
1kNmY8J87ldErThFbgFr01,1.73
5wA7fwFSMukDWVb4JWwISf,35.67
4xMGWF0qxZexu3QV39PjD8,42.35
2JeY3psFuGlecBSw2kOIR1,36.08
4rOdMsCtoBFrRcjjceraLx,30.45
7nmvslxDj3o3Y0O0d79A0G,35.93
1wM2YA1jPkJy7LC0xXnVQV,22.59
7GVmyLNfSI8ul2MkhDSKmi,34.09
7oXUHTc9FGt9OsJQHdY0Mw,35.373333333333335
6YREj4suOUGfiKgx7aWph2,37.18333333333334
1OecMhoSyjWPQHkGwNR5Vv,37.97
3g0mEQx3NTanacLseoP0Gw,48.48
3NzMdW8ItvxnMBN4S1o4gb,0.02
24yHHIYVMYwN4oqfpiIh6I,34.57
2UXqEO29tr0JZSw3BbAkcV,35.8825
0W548yPIAeksP4vkR5ibMT,1.69
0HNLcgqWsWujRD60i74YaI,8.25
05Rwh7NAGW6LXkG9fo42FK,37.57
3o9br9LskOEbwc5irxfHqR,35.71
7zJkKpYnYkoMefVxrnCYj0,28.45
4dhNWuCrKnsU5OVtX0MgMA,33.08
2DcBqG7UKJmozuPGlXuUZ1,0.25999999999999995
0SWIwGe12CPw3QV8hB9EPa,38.01
3Ivh5VSRIudvzSuIYygnBy,0.91
0m1KYWlT6LhFRBDVq9UNx4,42.03
6PYOjICedodX8kiznixFax,11.786666666666667
6y9Jj7NVcBOCsnn9Ps2CPN,42.89
1WHNqqRWhJVZIdCScFKtl5,41.93
3Y9wdXMh6sNt9fUwUqTqb7,35.99
2w9htZtkcbR48NCWzXjfvb,44.19
71hQRlTdrhBgPUA3J8BTNw,40.85
51QxenFmXlJXUN9mpvxlaL,44.83
4fMvWU4NS2CwIsBagqU4ML,33.54
7EcrNoFiwtB9qAA6Po7J8C,26.295
2xAkwc45UXvK49xmmzpmMs,4.25
0JLPBgOeziEPV5PdyFdQxR,21.73
05IMS7h4lvhkvDEmlFa779,33.72
0cdfAvFnHQesWcqskNsJSE,7.756666666666668
6Shv1yC8N1N5OhHETAMwow,29.09
7MH63filSWHfjwMlQrlQQG,37.975
3rSNsGlrikcIdjhzIHoaXB,1.1
5rPB8Yrb0FF8dkcPjZZVlX,40.18
3RpKyeQWrZFwX2fomsq2Y8,39.79
1IzcdezFqITOSoZWLF7Iof,37.59
1d9fcFhhholZ47wk0EXOwo,52.17
1jchfELSCtru4XNFYova3D,2.03
2iC9SNa77rAy7gwpQaS7kf,1.14
2uQnwYOQ13hTtbgdIqMiPw,0.97
2DNyZP4Py6f4zMASLBnIu6,42.12
31qV5k1d9qIaQQgAvfcNg4,3.81
1sl1cpix9GnwNwaVt04BIu,45.3
6J15P2PmitP1bn0NhdnS4O,25.38
12bzlRMOpjV8KdUy1dgWs1,2.573
2TvXKPstvIn8ts1qScVCgJ,12.63
04zRT7IoOBXkkCjzBKqt53,6.23
1pz2q3Hav5rsHDvkSrrktT,11.12
7seetePk7ltmctMYDHEl7h,34.57
7fLTytvnvxy653VWxflTRf,34.09
4Y9WU4Za9QVX7IIk7bjJCS,10.18
0n3hKCBizwg7LKRpy1Iz5R,13.2
7weHG0yOwtAcZ0qBhyODLF,47.185
5WsxLkPL1QRKRfCed6qTTn,41.97
77VV8EYx8loUkvQUWIVin2,9.36
4YdjR48FooqVt2NHaJJsUx,34.62
1Rwn1C4EKYlmU45uw4Hhd7,56.01
4UCUsq3k8EWxGCbqRfEFrq,21.45
4b6c7ugOlWaVBUmCElgImW,24.36
0mzCLMZr5v1WjNabF3I65I,3.89
0aZaqyk75MiHIxJ3AMpzWC,5.68
2rVOFd90GfEamvXL7bMONw,0.8675
2LISw1EiyaewAGWQZLxdZV,4.783333333333333
0mAnjGLrdWwy2mvCiXmxdX,2.5683333333333334
2mEAWmVDub6PSF8pZXInrS,34.5025
1xr6nbIY6ZKaCQ1ouP7xCp,28.125999999999998
14Fctw3iNvNapDQzHjd80U,0.57
2tAReSnukgmJIWMh34Xuef,33.19
1mppNVGh4ipsxIWUUA0QiH,38.39
7AUhck1sPy11OExQmDDx4P,53.58
6Z34YgqCJkdrliDmbcaJgy,37.25
0IlsQYGSobFtgrW3JZbKJX,36.5
1cOE0BB9ULU8MCSAs0bRBr,44.78
53VKYgVhNeEughsnDo1QPi,30.13
72bpseQy3hiwU2MB4RNhEf,11.88
23nrnDUwKNU6dUsZb2FLxY,35.77666666666667
1pPTLrDTWjGsnmobb0pBxM,31.89
6hpmTwgNCz81H2bFEREx29,39.76
6B6Fh8Pq62WQQIwbXi46Gb,37.77
4pLWKQTxzR0kFoDeDAJvVk,37.36
2fOvZexdYmgJgVus0Hwu7Z,33.87
3pF7zAmNTsgn4wUsYWDmFF,29.17
1djonDGMaLUqG4UD41P3iw,35.47
7mqPyDdJ1p9tJ03TJfsOlB,34.3
3SnBP4tOExT68XMAiFiDQY,1.33
4wSWZjWH7a5eVxskGxO13w,43.468
03Yv8adIIOsRACDHLUYS9l,37.19
2rAkCdzfY9SevmL0LOwRN0,0.81
0pkeWCwt70V4p692BTCldS,1.7233333333333332
6wdLF0oMrzWmkT9GOgNo31,48.04
4m1pKdwZYbXtVRQn7h7vxa,0.99
30pnnpORcc4ouUdFmTfUX1,22.81
7cJjLnCYhh41mejcVBQ07m,34.508
0JJkNbDqhpxfdVCSx9j7NT,34.54666666666667
5SHxWdnlxFgl1qtbUbVq2d,22.52
2fytePz8UsbUr8n33QBEcm,38.385
2Z17Q91PB11tzkDh0QQtd6,41.65
5P8Xvy5tzhmfyfA6GplQ8h,8.46
6g14FUj5zU9FDRwBi963vS,37.64
0EWT5JnKOf6saRn4ASff3j,39.26
5dn4GsCjfSqpqqLLsHuC5f,38.92
7wVX7r7D44r3f2LPoAlJNI,4.75
1fo2ctLqj3zBhRQKOXprol,49.25
1uMdzw0FBQ3X4xTSDN5vlX,4.65
1XWyTJQgyYS1gz4bl1maGw,39.71
17nHw8uyyRbnfOQOCeFxNj,4.043333333333333
7358RmiSV37br3RdwF3PNe,42.36
0jk6J6B9ivegJc7dTg10Mp,41.75
7xJqaCgeteqWPogqjjxkBl,45.41
1Jttyutop2oB9eBQtkXb1z,22.72
3haBSePAGrprJYHnc3RQuU,0.12
2spiLRYb6ERPfwZfs4VZP8,10.5
19gotedXtqeE8dWju6WURW,20.01
3XMebhirNDszt7EttkOiFH,31.79
1cdC9TCqyLwAlsw3fVJaJS,45.49
0EV6881kagOULo42517dMX,35.86333333333333
2WOjLF83vqjit2Zh4B69V3,15.11
09HKieZL31JLWTb2s5tm6I,33.98
4D8uIY6Wzj7dJDaw0dW0UF,43.6125
4JfsE2m5zz3Z9ZynkcjlpT,33.14
3yBO33Nyb6APYbeLESad7u,36.64
15F4pkkx1np7W93qQfqr80,32.95
7gA5OQWsvAY7HhazroFuwI,47.52
52zm3qweHMnmK3tb7dVHrm,33.82
6Ks1dxhyfzOBoPpnhnNZXb,50.20333333333334
49RaM5bnlyIRWgyqkUGorE,25.92
6rbpI4fchfJx1IgCBowc8m,20.38
09JHQ6kMV8oemJxibL2KWr,26.44
0q8xCvcozMSqR5AQLzp1ky,1.9
08s7E2iGq2CDOaypUWdjkV,4.07
7uJCQFtzp8vTfutj1KBJuX,34.18
6xNBJuhCUv24pLdO28AdGc,39.37
7bEO1yogMN8Yqzlqiznfjc,36.92
6jVu2BOGSjZ1zRB6BojNJa,24.41
0CwfKhkIfbqGHHJER0USgl,29.61
1KOmjCqs1Lwp3MrKUl3VEh,10.37
2wKkbPeXkYoXuZ4JuDvU3i,2.87
15T5D2eB5cDyqAHq6t2jLg,41.51
56t9dmCfF4QySTr9MLwbHn,45.69
2p3jJDZVx8Rcs5pA0R6jXY,18.33
7kleAV1lfwHi3XNsLaAKHR,35.095
3CNTRBPv1xFDfFiab7BUyf,0.71
5J6264keZ3ksbsHwef1U7G,10.64
3w1iyHeTWJDHp3tnVGlUna,37.88
6ZqgJAbxuEUjazBLN5V0U4,36.72
5bCUKmXLvx4r5YIwembXQF,43.636
32rm22UxJ44KAVmLI2KHyw,0.82
4px14xfYJXoyUZEtWhZNDB,31.91333333333333
5ldjmVdxrqQVSe3xWv0eiS,37.23
3rIaOUzUL8u9oKQWzH327X,37.8
0eo0ftn6gRcAraf7LhfuJM,2.33
0c4OzHGJlztx4nNll2qygO,3.72
1rs7lqaXBlcw1N9wuHiQyJ,38.54
4tggVN7VXweeq0uNoIuHDe,45.18
2Gl0xdYcjTkMnqEm687VZB,33.97
4cQ4uc9psVcYC2S89nd7JG,41.33333333333334
4BC9KRpN7fNMxTLfFsLvFY,37.72
0zS5yED1tcpP5gXTTj0IL0,37.14
2UQWW8rhNJo5tBt77LnbZH,39.49
3OhHjw7BdTVGyL1BqZHmTz,47.47
51SQ51ynNthivLHz3SW8Ea,3.0
0fyd7S5TXd83hcFUgUezj8,36.43
5phU2LUvJJkFKv1KWf0hMA,30.51
6R5r37NaGq9a3H01GZCQt7,1.728333333333333
4Mqs0h95KAeNiGp7u4udlt,30.44
03UjFaNFcfuMToMSBXzmJW,0.04
277QtyO5K3QQwrfiP06OP3,23.69
6YDvqXBhIQGbeEMWiTt9T5,2.12
1JSdH5hcbFP2B3UDWXLYNi,9.5
6HnFPoxGjTsXe9AZO4rrvd,36.75333333333334
7jyTvIVsGkF1ZWskscCe4d,10.7
6FhB5ZyT4JsIJ0ozDlXCIp,44.96
6c9xVWbPeVPgrmWTYYeMTr,52.70666666666667
3f3HuCMRqWANCO8J3NORKT,7.53
3815rXEMXLIBc5h8TdQVyJ,35.48
24Ja9b0r3vZDIYKfH8lTVv,27.99
5bXGJIOZZ4TwcUpRYqf450,19.53
0BCy325UZyR9z0t0uxwn2N,49.79
2gS5evNGZC2PUJPThBiy15,44.4725
5ZFpEsxK5VlLkJi3v7ar2Y,54.12
2Ohi9dJCV8J3rddLRFHg91,1.51
2U9iBtjSI3RDePJN2wDNeQ,8.13
7xqYhSpImvt1iWyOrRW8vo,36.42
00nj44fexPAZZIbCImCpzp,4.27
56IPgOpV9w1suGl7Lu9qeZ,37.27
0WDFtUd7LzpXXYvCZ5FLYp,18.86
1k6HfGBcR4sIvXqAOsInmg,1.2
6PNGlVBS65UVMb78YO6ABc,40.0425
2wJKOumHoIOJGLM93oufqE,36.925
6Wy3X4jSszfisnRscJCHdq,27.63
25bFHTdBj8BPv3nx2FGDxW,44.08
4yBocB472ltALbHjm4qYYC,39.64
62HNxkLUHm1ABiWXQdnnR6,4.49
5ukHmdUBB1anlKt7xmehep,8.46
7mnGQesk1TzQLzQ9bYWZPR,41.67
4gQ3Dg2I22lt13CVny63ri,44.74
178gSOFPk7jObWlkpt3crJ,7.82
777zXDJpBufzttU4AJ2dGO,37.69
0Hn7LWy1YcKhPaA2NItG9K,0.39
06CkoYgQ4VN9eTSFxSfU3o,0.355
312WUzf9Cwuqw0BkwEJFDk,2.16
5QygKSdhgBXjpOdgGmbqr6,0.14
78U90p4TcobvI6uutxiVd9,33.55
55yZZd5cAbfkiKA5GRueej,16.18
73c7a68bRXATB1sjTsSY6J,1.57
0rR0yc7h5arOWGJ2gL1YKB,40.88333333333333
0ZQB41AWDzflwrivzF4LCA,0.76
3rQWfyD9N3kTkp2305bT5P,43.795
